;;;;;;Time;Utility
Dataset;k;QIs;Algorithm;Quality;Transformation;Value;Value
ADULT;5;5;SANCHEZ;LOSS;LOCAL_GENERALIZATION;686.0;0.8444478946111085
ADULT;5;5;SANCHEZ;SSE;LOCAL_GENERALIZATION;686.0;0.8347143858288002
ADULT;5;6;SANCHEZ;LOSS;LOCAL_GENERALIZATION;764.0;0.8361851380525874
ADULT;5;6;SANCHEZ;SSE;LOCAL_GENERALIZATION;764.0;0.8408538706557273
ADULT;5;7;SANCHEZ;LOSS;LOCAL_GENERALIZATION;936.0;0.7918183443456206
ADULT;5;7;SANCHEZ;SSE;LOCAL_GENERALIZATION;936.0;0.7851593213615566
ADULT;5;8;SANCHEZ;LOSS;LOCAL_GENERALIZATION;967.0;0.7041378609935001
ADULT;5;8;SANCHEZ;SSE;LOCAL_GENERALIZATION;967.0;0.7037524302603236
ADULT;5;9;SANCHEZ;LOSS;LOCAL_GENERALIZATION;1045.0;0.6667737761599859
ADULT;5;9;SANCHEZ;SSE;LOCAL_GENERALIZATION;1045.0;0.6745726460349047
CUP;2;8;SANCHEZ;LOSS;LOCAL_GENERALIZATION;2527.0;0.8656405538116407
CUP;2;8;SANCHEZ;SSE;LOCAL_GENERALIZATION;2527.0;0.9600224480218009
CUP;3;8;SANCHEZ;LOSS;LOCAL_GENERALIZATION;2543.0;0.7984917032309984
CUP;3;8;SANCHEZ;SSE;LOCAL_GENERALIZATION;2543.0;0.9493553792300558
CUP;5;8;SANCHEZ;LOSS;LOCAL_GENERALIZATION;2574.0;0.7294304874429559
CUP;5;8;SANCHEZ;SSE;LOCAL_GENERALIZATION;2574.0;0.9394511397934209
CUP;10;8;SANCHEZ;LOSS;LOCAL_GENERALIZATION;2512.0;0.6631733802092132
CUP;10;8;SANCHEZ;SSE;LOCAL_GENERALIZATION;2512.0;0.9296658905587427
