;;;;;;Time;Utility
Dataset;k;QIs;Algorithm;Quality;Transformation;Value;Value
ATUS;5;3;MONDRIAN;SSE;MULTI_DIMENSIONAL_GENERALIZATION;801247.0;0.4976766077368501
ATUS;5;3;MONDRIAN;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;801247.0;0.6361029148642161
ATUS;5;4;MONDRIAN;SSE;MULTI_DIMENSIONAL_GENERALIZATION;2102287.0;0.8532391463707327
ATUS;5;4;MONDRIAN;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;2102287.0;0.7243246503382984
SS13ACS;5;1;MONDRIAN;SSE;MULTI_DIMENSIONAL_GENERALIZATION;29234.0;1.0
SS13ACS;5;1;MONDRIAN;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;29234.0;1.0
SS13ACS;5;5;MONDRIAN;SSE;MULTI_DIMENSIONAL_GENERALIZATION;127826.0;0.8890080287391551
SS13ACS;5;5;MONDRIAN;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;127826.0;0.8696874498189511
SS13ACS;5;10;MONDRIAN;SSE;MULTI_DIMENSIONAL_GENERALIZATION;750532.0;0.6980300359752205
SS13ACS;5;10;MONDRIAN;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;750532.0;0.7190798801135159
