;;;;;;Time;Utility
Dataset;k;QIs;Algorithm;Quality;Transformation;Value;Value
SS13ACS;2;30;ARX;SSE;LOCAL_GENERALIZATION;1505830.0;0.963649107984087
SS13ACS;2;30;ARX;LOSS;LOCAL_GENERALIZATION;1505830.0;0.9793285320036784
SS13ACS;3;30;ARX;LOSS;LOCAL_GENERALIZATION;1715169.0;0.9689370256235867
SS13ACS;3;30;ARX;SSE;LOCAL_GENERALIZATION;1715169.0;0.9518353417771354
SS13ACS;5;30;ARX;SSE;LOCAL_GENERALIZATION;1878539.0;0.9330431003770583
SS13ACS;5;30;ARX;LOSS;LOCAL_GENERALIZATION;1878539.0;0.9520341687599084
SS13ACS;10;30;ARX;SSE;LOCAL_GENERALIZATION;1890140.0;0.9087927484620478
SS13ACS;10;30;ARX;LOSS;LOCAL_GENERALIZATION;1890140.0;0.9276328522206562
SS13ACS;5;1;ARX;SSE;LOCAL_GENERALIZATION;671.0;1.0
SS13ACS;5;1;ARX;LOSS;LOCAL_GENERALIZATION;671.0;1.0
SS13ACS;5;5;ARX;LOSS;LOCAL_GENERALIZATION;1029.0;0.9955514603151145
SS13ACS;5;5;ARX;SSE;LOCAL_GENERALIZATION;1029.0;0.9914524224877079
SS13ACS;5;10;ARX;LOSS;LOCAL_GENERALIZATION;2324.0;0.9925208784147516
SS13ACS;5;10;ARX;SSE;LOCAL_GENERALIZATION;2324.0;0.9840960670479425
SS13ACS;5;15;ARX;LOSS;LOCAL_GENERALIZATION;90647.0;0.9841091266710625
SS13ACS;5;15;ARX;SSE;LOCAL_GENERALIZATION;90647.0;0.9648046626723585
SS13ACS;5;20;ARX;LOSS;LOCAL_GENERALIZATION;673751.0;0.9674996248204306
SS13ACS;5;20;ARX;SSE;LOCAL_GENERALIZATION;673751.0;0.9611157262600795
SS13ACS;5;25;ARX;SSE;LOCAL_GENERALIZATION;1545095.0;0.9430919806196446
SS13ACS;5;25;ARX;LOSS;LOCAL_GENERALIZATION;1545095.0;0.9576282495019441
SS13ACS;5;30;ARX;LOSS;LOCAL_GENERALIZATION;1842646.0;0.9516615028820853
SS13ACS;5;30;ARX;SSE;LOCAL_GENERALIZATION;1842646.0;0.9337276890751819ADULT;2;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;2221.0;0.9488393839601141
ADULT;2;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;2221.0;0.9056496101080586
ADULT;3;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;3406.0;0.8684799589315327
ADULT;3;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;3406.0;0.925360501774217
ADULT;5;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;5720.0;0.8296254368434797
ADULT;5;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;5720.0;0.8988432868654981
ADULT;10;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;8828.0;0.8653948069385885
ADULT;10;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;8828.0;0.7842117160275571
ADULT;5;1;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;263.0;1.0
ADULT;5;1;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;263.0;1.0
ADULT;5;2;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;297.0;0.9999550373190252
ADULT;5;2;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;297.0;0.9999225358801123
ADULT;5;3;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;339.0;0.9978775192347927
ADULT;5;3;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;339.0;0.9970366459376543
ADULT;5;4;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;329.0;0.9943432178564519
ADULT;5;4;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;329.0;0.9915624247904203
ADULT;5;5;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;446.0;0.9793866848091823
ADULT;5;5;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;446.0;0.9667936469725906
ADULT;5;6;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;615.0;0.9614589007285557
ADULT;5;6;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;615.0;0.9383501826825656
ADULT;5;7;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;972.0;0.9108602913024538
ADULT;5;7;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;972.0;0.945753106631459
ADULT;5;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;3182.0;0.9014295892640667
ADULT;5;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;3182.0;0.8486974321253091
ADULT;5;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;5957.0;0.8296254368434797
ADULT;5;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;5957.0;0.8988432868654981
ADULT;2;9;ARX;SSE;LOCAL_GENERALIZATION;3070.0;0.9484684089569254
ADULT;2;9;ARX;LOSS;LOCAL_GENERALIZATION;3070.0;0.9774544871540618
ADULT;3;9;ARX;SSE;LOCAL_GENERALIZATION;4447.0;0.9164708941487345
ADULT;3;9;ARX;LOSS;LOCAL_GENERALIZATION;4447.0;0.9596030757757799
ADULT;5;9;ARX;LOSS;LOCAL_GENERALIZATION;7497.0;0.9339907950216473
ADULT;5;9;ARX;SSE;LOCAL_GENERALIZATION;7497.0;0.8781673349244241
ADULT;10;9;ARX;LOSS;LOCAL_GENERALIZATION;10956.0;0.8976780184128224
ADULT;10;9;ARX;SSE;LOCAL_GENERALIZATION;10956.0;0.8274281566495238
ADULT;5;1;ARX;SSE;LOCAL_GENERALIZATION;352.0;1.0
ADULT;5;1;ARX;LOSS;LOCAL_GENERALIZATION;352.0;1.0
ADULT;5;2;ARX;LOSS;LOCAL_GENERALIZATION;338.0;0.9999804707547281
ADULT;5;2;ARX;SSE;LOCAL_GENERALIZATION;338.0;0.9999612679400561
ADULT;5;3;ARX;SSE;LOCAL_GENERALIZATION;350.0;0.997530275079512
ADULT;5;3;ARX;LOSS;LOCAL_GENERALIZATION;350.0;0.9981238299484155
ADULT;5;4;ARX;LOSS;LOCAL_GENERALIZATION;379.0;0.9950963427627796
ADULT;5;4;ARX;SSE;LOCAL_GENERALIZATION;379.0;0.9927535595369714
ADULT;5;5;ARX;SSE;LOCAL_GENERALIZATION;574.0;0.974852189234783
ADULT;5;5;ARX;LOSS;LOCAL_GENERALIZATION;574.0;0.985193283514076
ADULT;5;6;ARX;LOSS;LOCAL_GENERALIZATION;797.0;0.9732751437518969
ADULT;5;6;ARX;SSE;LOCAL_GENERALIZATION;797.0;0.955168930578463
ADULT;5;7;ARX;SSE;LOCAL_GENERALIZATION;1250.0;0.9361306191393775
ADULT;5;7;ARX;LOSS;LOCAL_GENERALIZATION;1250.0;0.9638041459138679
ADULT;5;8;ARX;LOSS;LOCAL_GENERALIZATION;4184.0;0.9352117451868167
ADULT;5;8;ARX;SSE;LOCAL_GENERALIZATION;4184.0;0.8906805269704822
ADULT;5;9;ARX;LOSS;LOCAL_GENERALIZATION;7590.0;0.9339907950216473
ADULT;5;9;ARX;SSE;LOCAL_GENERALIZATION;7590.0;0.8781673349244241
CUP;2;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;47359.0;0.853318284070094
CUP;2;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;47359.0;0.9173533273829777
CUP;3;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;45603.0;0.8402777405162912
CUP;3;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;45603.0;0.9027984618915107
CUP;5;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;47435.0;0.8892600815448773
CUP;5;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;47435.0;0.8250704923692207
CUP;10;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;62593.0;0.811745120678016
CUP;10;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;62593.0;0.8718506812886029
CUP;5;1;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;787.0;0.9765805584243068
CUP;5;1;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;787.0;0.9825099073391901
CUP;5;2;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;868.0;0.9409868854575427
CUP;5;2;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;868.0;0.9620424198430323
CUP;5;3;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;857.0;0.9689728338989849
CUP;5;3;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;857.0;0.9622787678837048
CUP;5;4;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1244.0;0.9514658848746756
CUP;5;4;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1244.0;0.9628804329468194
CUP;5;5;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1619.0;0.9594973043481494
CUP;5;5;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1619.0;0.9454297366740771
CUP;5;6;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;3327.0;0.8208444688770125
CUP;5;6;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;3327.0;0.9332085151026026
CUP;5;7;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;10699.0;0.8958611169365047
CUP;5;7;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;10699.0;0.7931355414569969
CUP;5;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;45023.0;0.8892600815448773
CUP;5;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;45023.0;0.8250704923692207
CUP;2;8;ARX;LOSS;LOCAL_GENERALIZATION;61504.0;0.9865556826753451
CUP;2;8;ARX;SSE;LOCAL_GENERALIZATION;61504.0;0.9838464412905783
CUP;3;8;ARX;LOSS;LOCAL_GENERALIZATION;56046.0;0.9784318410073533
CUP;3;8;ARX;SSE;LOCAL_GENERALIZATION;56046.0;0.9775366957796243
CUP;5;8;ARX;SSE;LOCAL_GENERALIZATION;52516.0;0.9696765737938832
CUP;5;8;ARX;LOSS;LOCAL_GENERALIZATION;52516.0;0.9697232929716546
CUP;10;8;ARX;LOSS;LOCAL_GENERALIZATION;67669.0;0.9535320198258708
CUP;10;8;ARX;SSE;LOCAL_GENERALIZATION;67669.0;0.9601728725476953
CUP;5;1;ARX;LOSS;LOCAL_GENERALIZATION;662.0;0.9991309286194925
CUP;5;1;ARX;SSE;LOCAL_GENERALIZATION;662.0;0.9990681950609288
CUP;5;2;ARX;SSE;LOCAL_GENERALIZATION;987.0;0.9928950843662565
CUP;5;2;ARX;LOSS;LOCAL_GENERALIZATION;987.0;0.9951393603459822
CUP;5;3;ARX;SSE;LOCAL_GENERALIZATION;1038.0;0.991114574210586
CUP;5;3;ARX;LOSS;LOCAL_GENERALIZATION;1038.0;0.9923778327400983
CUP;5;4;ARX;LOSS;LOCAL_GENERALIZATION;1558.0;0.9830875177165215
CUP;5;4;ARX;SSE;LOCAL_GENERALIZATION;1558.0;0.9751429749459944
CUP;5;5;ARX;SSE;LOCAL_GENERALIZATION;1943.0;0.9693594986373486
CUP;5;5;ARX;LOSS;LOCAL_GENERALIZATION;1943.0;0.980608407174126
CUP;5;6;ARX;SSE;LOCAL_GENERALIZATION;4234.0;0.9652811504813721
CUP;5;6;ARX;LOSS;LOCAL_GENERALIZATION;4234.0;0.9773146782959079
CUP;5;7;ARX;LOSS;LOCAL_GENERALIZATION;13301.0;0.9714187392573188
CUP;5;7;ARX;SSE;LOCAL_GENERALIZATION;13301.0;0.9637986732481858
CUP;5;8;ARX;SSE;LOCAL_GENERALIZATION;52837.0;0.9696765737938832
CUP;5;8;ARX;LOSS;LOCAL_GENERALIZATION;52837.0;0.9697232929716546
FARS;2;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;4861.0;0.9711780480240078
FARS;2;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;4861.0;0.9646765943692912
FARS;3;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;8138.0;0.963479469498975
FARS;3;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;8138.0;0.9592929866395775
FARS;5;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;10644.0;0.9477827520862503
FARS;5;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;10644.0;0.9523655080892802
FARS;10;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;16777.0;0.9310445288063157
FARS;10;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;16777.0;0.9367425195918136
FARS;5;1;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;360.0;1.0
FARS;5;1;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;360.0;1.0
FARS;5;2;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;396.0;0.9992471069739692
FARS;5;2;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;396.0;0.9988053564891227
FARS;5;3;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;456.0;0.9942176699836385
FARS;5;3;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;456.0;0.9950587478065871
FARS;5;4;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;776.0;0.9852087124480365
FARS;5;4;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;776.0;0.9848389191174298
FARS;5;5;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;939.0;0.9756239428035695
FARS;5;5;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;939.0;0.981758265177155
FARS;5;6;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1322.0;0.9804631690902027
FARS;5;6;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1322.0;0.9753281150667564
FARS;5;7;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;6447.0;0.9497405161716562
FARS;5;7;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;6447.0;0.9477633714595507
FARS;5;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;10783.0;0.9477827520862503
FARS;5;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;10783.0;0.9523655080892802
FARS;2;8;ARX;SSE;LOCAL_GENERALIZATION;7030.0;0.9859845919035339
FARS;2;8;ARX;LOSS;LOCAL_GENERALIZATION;7030.0;0.9901253319861602
FARS;3;8;ARX;SSE;LOCAL_GENERALIZATION;11272.0;0.980391990107077
FARS;3;8;ARX;LOSS;LOCAL_GENERALIZATION;11272.0;0.9845028686851469
FARS;5;8;ARX;SSE;LOCAL_GENERALIZATION;14304.0;0.9717255627340433
FARS;5;8;ARX;LOSS;LOCAL_GENERALIZATION;14304.0;0.9757830481562327
FARS;10;8;ARX;LOSS;LOCAL_GENERALIZATION;22307.0;0.9635537745903628
FARS;10;8;ARX;SSE;LOCAL_GENERALIZATION;22307.0;0.9598849408092462
FARS;5;1;ARX;LOSS;LOCAL_GENERALIZATION;427.0;1.0
FARS;5;1;ARX;SSE;LOCAL_GENERALIZATION;427.0;1.0
FARS;5;2;ARX;LOSS;LOCAL_GENERALIZATION;491.0;0.9989131450219998
FARS;5;2;ARX;SSE;LOCAL_GENERALIZATION;491.0;0.9992843326766617
FARS;5;3;ARX;LOSS;LOCAL_GENERALIZATION;528.0;0.9951392428638531
FARS;5;3;ARX;SSE;LOCAL_GENERALIZATION;528.0;0.9955761308708718
FARS;5;4;ARX;SSE;LOCAL_GENERALIZATION;972.0;0.9874807923710299
FARS;5;4;ARX;LOSS;LOCAL_GENERALIZATION;972.0;0.9886334543953206
FARS;5;5;ARX;SSE;LOCAL_GENERALIZATION;1350.0;0.9816371885429676
FARS;5;5;ARX;LOSS;LOCAL_GENERALIZATION;1350.0;0.986637922334032
FARS;5;6;ARX;LOSS;LOCAL_GENERALIZATION;1866.0;0.986116695938953
FARS;5;6;ARX;SSE;LOCAL_GENERALIZATION;1866.0;0.9826084951084342
FARS;5;7;ARX;SSE;LOCAL_GENERALIZATION;8671.0;0.9735696258748388
FARS;5;7;ARX;LOSS;LOCAL_GENERALIZATION;8671.0;0.9750644993279605
FARS;5;8;ARX;SSE;LOCAL_GENERALIZATION;14591.0;0.9717255627340433
FARS;5;8;ARX;LOSS;LOCAL_GENERALIZATION;14591.0;0.9757830481562327
ATUS;2;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;7800.0;0.9615961916309702
ATUS;2;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;7800.0;0.9769678899686565
ATUS;3;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;12920.0;0.9511933393143869
ATUS;3;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;12920.0;0.9698785520299611
ATUS;5;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;20123.0;0.9410340249926082
ATUS;5;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;20123.0;0.9613020780428547
ATUS;10;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;34056.0;0.9478290337920123
ATUS;10;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;34056.0;0.9249685263221064
ATUS;5;1;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;694.0;1.0
ATUS;5;1;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;694.0;1.0
ATUS;5;2;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;700.0;1.0
ATUS;5;2;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;700.0;1.0
ATUS;5;3;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;742.0;1.0
ATUS;5;3;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;742.0;1.0
ATUS;5;4;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;840.0;0.9944151552074015
ATUS;5;4;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;840.0;0.9929215607296267
ATUS;5;5;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;954.0;0.9923533183776454
ATUS;5;5;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;954.0;0.9945005179477502
ATUS;5;6;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1275.0;0.9906004145401875
ATUS;5;6;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1275.0;0.9913304677512924
ATUS;5;7;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1994.0;0.9740408300226336
ATUS;5;7;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1994.0;0.9823391955003895
ATUS;5;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;6711.0;0.9475169604014106
ATUS;5;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;6711.0;0.96750316704069
ATUS;5;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;19628.0;0.9410340249926082
ATUS;5;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;19628.0;0.9613020780428547
ATUS;2;9;ARX;SSE;LOCAL_GENERALIZATION;11312.0;0.984118348893644
ATUS;2;9;ARX;LOSS;LOCAL_GENERALIZATION;11312.0;0.9892508163100839
ATUS;3;9;ARX;LOSS;LOCAL_GENERALIZATION;17205.0;0.9836114166520465
ATUS;3;9;ARX;SSE;LOCAL_GENERALIZATION;17205.0;0.9765864704282451
ATUS;5;9;ARX;SSE;LOCAL_GENERALIZATION;25979.0;0.9661589272219663
ATUS;5;9;ARX;LOSS;LOCAL_GENERALIZATION;25979.0;0.9744897493080893
ATUS;10;9;ARX;SSE;LOCAL_GENERALIZATION;41076.0;0.9522173128054094
ATUS;10;9;ARX;LOSS;LOCAL_GENERALIZATION;41076.0;0.9611501756150436
ATUS;5;1;ARX;LOSS;LOCAL_GENERALIZATION;751.0;1.0
ATUS;5;1;ARX;SSE;LOCAL_GENERALIZATION;751.0;1.0
ATUS;5;2;ARX;LOSS;LOCAL_GENERALIZATION;782.0;1.0
ATUS;5;2;ARX;SSE;LOCAL_GENERALIZATION;782.0;1.0
ATUS;5;3;ARX;LOSS;LOCAL_GENERALIZATION;868.0;1.0
ATUS;5;3;ARX;SSE;LOCAL_GENERALIZATION;868.0;1.0
ATUS;5;4;ARX;SSE;LOCAL_GENERALIZATION;989.0;0.9942703044381246
ATUS;5;4;ARX;LOSS;LOCAL_GENERALIZATION;989.0;0.9950001184469537
ATUS;5;5;ARX;LOSS;LOCAL_GENERALIZATION;1224.0;0.9953865654419715
ATUS;5;5;ARX;SSE;LOCAL_GENERALIZATION;1224.0;0.994390992535402
ATUS;5;6;ARX;LOSS;LOCAL_GENERALIZATION;1531.0;0.9927706453509632
ATUS;5;6;ARX;SSE;LOCAL_GENERALIZATION;1531.0;0.9924173946124308
ATUS;5;7;ARX;LOSS;LOCAL_GENERALIZATION;2667.0;0.9868749929330546
ATUS;5;7;ARX;SSE;LOCAL_GENERALIZATION;2667.0;0.9823771173499067
ATUS;5;8;ARX;LOSS;LOCAL_GENERALIZATION;9138.0;0.978676675927351
ATUS;5;8;ARX;SSE;LOCAL_GENERALIZATION;9138.0;0.9699870593850444
ATUS;5;9;ARX;SSE;LOCAL_GENERALIZATION;25977.0;0.9661589272219663
ATUS;5;9;ARX;LOSS;LOCAL_GENERALIZATION;25977.0;0.9744897493080893
IHIS;2;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;37248.0;0.9723095785077933
IHIS;2;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;37248.0;0.9681488594857888
IHIS;3;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;69046.0;0.9585202633822891
IHIS;3;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;69046.0;0.9525358687333004
IHIS;5;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;116974.0;0.9430420205331878
IHIS;5;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;116974.0;0.9374661032447248
IHIS;10;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;216699.0;0.9192120336671263
IHIS;10;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;216699.0;0.9232880850938233
IHIS;5;1;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1130.0;1.0
IHIS;5;1;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1130.0;1.0
IHIS;5;2;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1200.0;1.0
IHIS;5;2;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1200.0;1.0
IHIS;5;3;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1349.0;1.0
IHIS;5;3;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1349.0;1.0
IHIS;5;4;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1392.0;0.999667680208864
IHIS;5;4;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1392.0;0.9993649362442987
IHIS;5;5;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1846.0;0.9955758966052594
IHIS;5;5;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1846.0;0.9934685425083961
IHIS;5;6;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;3077.0;0.9882307710625937
IHIS;5;6;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;3077.0;0.9849467907968841
IHIS;5;7;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;5998.0;0.9852592124432019
IHIS;5;7;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;5998.0;0.9810062163225973
IHIS;5;8;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;17094.0;0.9731592005521884
IHIS;5;8;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;17094.0;0.9752659978393122
IHIS;5;9;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;119386.0;0.9430420205331878
IHIS;5;9;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;119386.0;0.9374661032447248
IHIS;2;9;ARX;LOSS;LOCAL_GENERALIZATION;68273.0;0.985003323051112
IHIS;2;9;ARX;SSE;LOCAL_GENERALIZATION;68273.0;0.9783318007730514
IHIS;3;9;ARX;SSE;LOCAL_GENERALIZATION;108465.0;0.9650988777340047
IHIS;3;9;ARX;LOSS;LOCAL_GENERALIZATION;108465.0;0.9737732928342017
IHIS;5;9;ARX;SSE;LOCAL_GENERALIZATION;170166.0;0.948977211293777
IHIS;5;9;ARX;LOSS;LOCAL_GENERALIZATION;170166.0;0.9578534002223468
IHIS;10;9;ARX;LOSS;LOCAL_GENERALIZATION;280650.0;0.9365582911745596
IHIS;10;9;ARX;SSE;LOCAL_GENERALIZATION;280650.0;0.9292411714033039
IHIS;5;1;ARX;LOSS;LOCAL_GENERALIZATION;1210.0;1.0
IHIS;5;1;ARX;SSE;LOCAL_GENERALIZATION;1210.0;1.0
IHIS;5;2;ARX;SSE;LOCAL_GENERALIZATION;1229.0;1.0
IHIS;5;2;ARX;LOSS;LOCAL_GENERALIZATION;1229.0;1.0
IHIS;5;3;ARX;LOSS;LOCAL_GENERALIZATION;1467.0;1.0
IHIS;5;3;ARX;SSE;LOCAL_GENERALIZATION;1467.0;1.0
IHIS;5;4;ARX;LOSS;LOCAL_GENERALIZATION;1545.0;0.999865199097224
IHIS;5;4;ARX;SSE;LOCAL_GENERALIZATION;1545.0;0.9997994725398338
IHIS;5;5;ARX;LOSS;LOCAL_GENERALIZATION;2702.0;0.9967245743395489
IHIS;5;5;ARX;SSE;LOCAL_GENERALIZATION;2702.0;0.9965227470458257
IHIS;5;6;ARX;SSE;LOCAL_GENERALIZATION;4944.0;0.9914480041819261
IHIS;5;6;ARX;LOSS;LOCAL_GENERALIZATION;4944.0;0.9909823522683192
IHIS;5;7;ARX;LOSS;LOCAL_GENERALIZATION;9035.0;0.9884030150136218
IHIS;5;7;ARX;SSE;LOCAL_GENERALIZATION;9035.0;0.9866393041736592
IHIS;5;8;ARX;LOSS;LOCAL_GENERALIZATION;25585.0;0.9812778619678549
IHIS;5;8;ARX;SSE;LOCAL_GENERALIZATION;25585.0;0.9781602349030729
IHIS;5;9;ARX;SSE;LOCAL_GENERALIZATION;166610.0;0.948977211293777
IHIS;5;9;ARX;LOSS;LOCAL_GENERALIZATION;166610.0;0.9578534002223468
SS13ACS;2;30;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1369580.0;0.9077336091612936
SS13ACS;2;30;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1369580.0;0.9398750345983999
SS13ACS;3;30;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1669043.0;0.9196993765663892
SS13ACS;3;30;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1669043.0;0.8839290766182781
SS13ACS;5;30;ARX;SSE;MULTI_DIMENSIONAL_GENERALIZATION;1822795.0;0.8552902138533288
SS13ACS;5;30;ARX;LOSS;MULTI_DIMENSIONAL_GENERALIZATION;1822795.0;0.8987682309498597
